Nome,Sobrenome,Data de Nascimento,Cidade de Nascimento,Nome do Pai,Nome da Mãe
Irmtraut,Kaul,1974-07-01,沈阳,Joshua Hermann,秀英 姜
杰,Bender,1979-06-28,Pößneck,Luiz Miguel Silveira,Luigina Kent
Raffaello,Cherry,1983-05-08,Fallingbostel,Simone Azevedo,Lolita Dunn
冬梅,Walter,1944-12-12,Kyritz,Klaus-Jürgen Souza,Amy Dominguez
Deborah,Schomber,1974-04-26,Zerbst,Alberico Malacarne,Maureen Martins
Ana,Sherman,1959-03-05,Kyritz,Pedro 惠,Mary Trebbi
桂芝,Tamburi,1975-03-17,Nordhausen,Isaiah Nunes,Alícia Bosio
Evelyn,李,1984-03-01,齐齐哈尔,Greg Kitzmann,Eugenia Novaes
Orazio,Santos,1991-12-19,郑州,Dietmar Morgan,Ingried Castro
Daniel,Becker,2002-06-01,重庆,Karl-Jürgen Weller,Tracy Kusch
Colleen,单,1947-12-12,兰州,Eckhart Cunha,Sole Mullins
勇,Nash,1951-06-26,马鞍山,Vitor Gabriel Novaes,秀荣 Warner
桂花,李,1957-05-08,Wolgast,Lee 顾,Isabelly Wähner
秀荣,黄,2002-01-21,Calw,Sean Valentino,Stefanie Schwartz
Gelsomina,Scholz,1965-01-02,Bad Mergentheim,Janos Anderson,Jamie Skinner
David,Rodrigues,1996-05-01,拉萨,Fernando Kaul,Nina Iacobucci
宇,Romero,1965-04-28,Bernburg,Davi Lucas Young,Luisa Rosemann
梅,刘,1948-08-28,南昌,Lucca Briemer,Sofia Martinez
Silvio,Chavez,1993-10-16,太原,Harry Lin,Carolyn Nelson
Joseph,刘,1966-08-26,Gerolzhofen,Luigi Valdez,Sarah Wende
Caleb,Pisani,1980-09-07,关岭,Nino Miller,Anna Cardoso
Francoise,王,1945-02-26,沈阳,Robert Ruiz,Michelle Michelangeli
Lance,da Mota,1996-04-19,潜江,Joshua Jacob,玉 Kim
Hedda,da Mota,1956-08-19,Aschaffenburg,Anthony da Cruz,秀英 Williams
琴,Mosemann,1949-04-06,Genthin,Brian Patel,Edit Drewes
Debbie,Anderson,1951-01-03,Meppen,Russell Mendes,Katelyn Palmer
Samuel,Odonnell,1966-07-24,西宁,Thiago Olson,Ana Carolina Dias
Kathryn,Moura,2002-06-07,Heinsberg,Jason Emo,Maria Eduarda 尹
玉兰,Gonçalves,1949-12-21,Mellrichstadt,Hansjürgen 田,Paola Riehl
雪梅,Varano,1982-02-17,Burgdorf,Elmar 何,Rafaela Robinson
Christopher,Lang,1989-09-15,荆门,杰 Hänel,Madison Reed
Galasso,Opizzi,1967-11-09,潮州,杰 陈,Donna Nelson
Julie,Collins,1973-11-08,沈阳,André Taylor,雪 张
Ottavio,李,1974-12-27,Döbeln,Patrick Crawford,Annamaria Cavalcanti
Heloísa,Araújo,1956-12-23,Zeulenroda,Thiago Lee,Katy 邓
Giorgia,Carvalho,1958-01-28,Forst,军 Ramirez,Irma Marsh
Bruce,Azevedo,1974-07-21,兴城,Cody Reid,Melanie Edwards
Melissa,Pohl,1972-01-13,Marktheidenfeld,Sigfried Martins,Rosina Lang
Sarah,Stiebitz,1980-03-15,Belzig,Benedetto Azevedo,Janice Barros
Dominique,郭,1949-01-25,Meiningen,Cauê 姜,Natasha 刘
Osvaldo,Bonbach,1953-02-15,Eberswalde,Orazio Kohl,丽华 Foster
Robin,Cook,1970-02-26,大冶,Michael Campos,Kelly Lopez
Gary,薛,1944-02-21,太原,健 da Rosa,Florentine Jones
Giacomo,林,1944-02-14,阜新,Ante Mcdonald,Michela Mielcarek
淑兰,Esposito,1963-05-21,北镇,Michael Rezende,Alícia Vieira
Kevin,洪,2000-01-21,北镇,Eric Gomes,Jessica Stewart
旭,da Conceição,1958-03-10,Neubrandenburg,建 Campos,Tara Gute
Tassilo,曹,2003-01-11,Nürtingen,Andrew Burcardo,Walli Seifert
Pamela,Spallanzani,1990-04-21,Wunsiedel,Nicholas Ramos,Marilyn 陈
Wesley,王,1943-08-28,柳州,波 Rodriguez,Marta Hernandez
Alexa,Russell,1991-11-22,Rathenow,Adam Rodrigues,Amanda Yang
Sybille,Novaes,1984-12-19,太原,Joseph Pineda,Kristin Mitchell
Esther,Bell,1994-01-11,宁德,刚 Martinez,Ana Beatriz Franke
Sophia,Austermühle,1987-11-03,Weißwasser,Frank Mcintosh,Candace Avila
秀华,Klotz,1983-04-02,梧州,Jose Duarte,Paloma Tasso
Theo,谢,1959-08-09,Lörrach,Mike 马,Juliana Marconi
Valentine,Caccianemico,1943-05-12,上海,Arsenio Mcgee,Natasha Santos
Timothy,Telesio,1948-08-18,Quedlinburg,Gaetano Cignaroli,Rhonda 吕
Dolores,Mcclain,1945-10-10,Main-Höchst,Thales Bentley,Angela Pascarella
Sylvia,da Cunha,2004-02-24,Bergzabern,Timothy Käster,丹丹 Tasca
Lauren,Hoffmann,1960-01-26,Zossen,Henryk Cardoso,Tina Adler
Gülay,孙,1942-09-01,Fulda,Mijo Holt,霞 Silva
Cristina,魏,1985-05-31,München,Walfried Brown,Rosalia Orsini
Devin,Heintze,1954-06-08,Biedenkopf,Raymund Brown,Alexis 刘
秀兰,Barros,1966-05-17,Viersen,Cauê Tropea,Sarah 郑
Bianca,White,1980-09-07,合肥,Wolfhard da Luz,Patricia da Rocha
林,Thomas,1965-08-25,海门,亮 Cardoso,Erin Gramsci
Vittorio,Monteiro,1942-09-06,Belzig,凯 Bailey,Etta 李
Amber,Heintze,1999-06-16,齐齐哈尔,Michael Briemer,Alexis 罗
Sylvia,Tamborini,1952-07-22,Herford,Danilo Rossini,Sophie Marconi
Pina,马,1999-09-25,Staßfurt,Christopher Pedroni,桂珍 Drake
Janice,Wilcox,1972-04-28,通辽,峰 Cardoso,Fortunata Hubbard
Kevin,Campos,1998-06-13,Amberg,Micheal Jones,Chiara Aragão
James,Buchanan,1981-03-15,汕尾,Pietro 何,Kathryn 张
Eliana,Calgari,1942-10-15,Wurzen,勇 宋,Alina Pace
Manuela,Zola,1946-12-31,Zeulenroda,Raul 段,Giulietta Ortega
Erin,王,1952-07-11,嘉禾,Jon Farinelli,Cynthia Lyons
Wendy,Jackson,1992-06-23,Erding,文 Roskoth,凤英 李
杰,das Neves,1999-08-08,Kronach,Arthur Dawson,Vanessa 冯
Edward,Bradley,1991-04-24,Miltenberg,Walter da Cruz,Bianca Jäntsch
Cathleen,Lopes,1950-02-14,天津,晨 Lima,Theresa Rush
Timothy,Jesus,1967-07-12,阜新,Daniel Novaes,Maria Monteiro
Davi Lucas,Santos,1943-08-17,Rockenhausen,Paul Schäfer,Shelia Williams
东,Andersen,1944-06-11,北镇,东 Henry,Holly Porto
Bryan,Vogt,1997-05-22,巢湖,Achim Trub,Lucrezia Santos
Nathan,Smith,1987-08-18,海口,Sante Rocha,Lisa Coardi
Louis,Nascimento,1944-07-12,南昌,Shawn Schmidt,Kayla Gonçalves
Richard,Smith,1994-06-27,贵阳,宇 Metz,Lorena Pinto
Michael,Silva,1942-11-02,Bad Liebenwerda,André Blake,Marina 张
Pamela,Fieramosca,1985-06-29,Staßfurt,Martin Radisch,Silvana 詹
红霞,Donaldson,1992-10-25,Meißen,Darryl Freitas,Elisa Stoll
冬梅,Teixeira,1953-04-04,六安,红霞 Sordi,倩 Reichmann
Wenke,李,1965-11-18,Hammelburg,Pierpaolo 陈,Sarah Stahr
Regina,Cole,1971-07-18,Teterow,Denis Hawkins,Ildiko Montanari
Hunter,Klingelhöfer,1985-06-01,六安,Billy Aragão,萍 Howard
Bettina,Peixoto,1942-05-26,Strausberg,帅 Luxardo,凤英 Blevins
Vitória,Barrera,1992-12-29,邯郸,Michael Caldeira,晶 Collodi
Nuran,das Neves,1971-02-04,Staffelstein,Ortwin Phillips,Filippa Hövel
Anthony,Liebelt,1962-07-17,Konstanz,John 莫,Gelsomina Campos
Enzo Gabriel,Cardoso,1947-05-23,Tecklenburg,Zachary 李,Liselotte 鞠
Yolanda,Schinke,1986-10-25,Oschatz,强 Kambs,Ludovica Cheda
芳,Hein,1947-10-22,西宁,Atenulf Nunes,Maria 吴
Samantha,Andrews,1947-09-28,嘉禾,Joseph Anderson,Brenda 王
Natalia,Vecellio,1965-03-28,荆门,Norman Aragão,Eliana da Paz
Stephen,Gumprich,1960-02-01,Greifswald,Igor Costela,Rebecca Nunes
Cauã,Prodi,1975-06-22,Klötze,John Morales,冬梅 Jessel
John,Jackson,1970-09-25,Duderstadt,阳 江,Milena Mühle
Olivia,Lewis,1991-02-05,Schleiz,军 Praga,Toni 陈
Vanessa,Alvarez,1946-09-29,Schongau,Bryan 朱,Irma Tagliafierro
Austin,Interminelli,2000-09-21,Rosenheim,Gastone Anderson,Carla Hauffer
John,吴,1975-07-11,惠州,Daniel Weeks,Cheryl da Cruz
Michelle,King,1969-03-13,北镇,Pedro Lucas Webster,Crystal da Conceição
Jaroslav,张,2002-02-22,合肥,Adem Monaco,Cynthia Rodriguez
Valeria,Aguilar,1981-11-09,Rothenburg ob der Tauber,Cipriano Hunt,Ninetta da Rosa
John,da Rocha,1970-05-16,齐齐哈尔,Rafael 鲍,丽丽 Tomasetti
Milena,孙,1963-09-04,Moers,Nathan Weller,Morena Lussu
Theo,Jimenez,1999-02-05,上海,佳 Karge,Natalie Porto
Jose,Cardoso,1955-04-12,海口,Emanuel Martin,Beth Lima
Tanya,Mazzeo,1958-04-23,潮州,波 Allen,Andrea Barbosa
Stacey,Hamilton,1969-09-10,呼和浩特,Giuseppe Decker,Liliana da Cruz
Nicola,邱,1964-06-16,Goslar,Thomas 涂,Daria 韦
Luna,Moura,1959-11-16,Wolfach,健 刘,Ebony das Neves
琴,郑,1955-01-06,Herford,Heinz-Georg Rivera,冬梅 Anderson
Andrew,王,1992-06-10,辽阳,Ferdinando Smith,Bianca Biggen
William,阎,1952-09-29,Rathenow,Michelangelo Jopich,Kayla Carpenter
Hans-Jürgen,Schneider,1994-07-07,辽阳,Timothy Heidrich,Melissa Howard
Johann,Vazquez,1960-04-10,Mühlhausen,Branko 严,春梅 Mosemann
Manuela,Fernandes,1982-03-10,银川,Silvio Rivas,Barbara 李
Robert,Köster,1942-05-24,合肥,Cameron 郑,Joan Rodrigues
Marisa,Schottin,1961-01-02,北镇,Michael Robbins,Kayla 马
Deborah,Malipiero,1956-01-18,Wertingen,辉 Miller,Gianna James
Elisa,Tintzmann,1979-09-28,长春,Aaron da Costa,Tabea 王
Guiseppe,Kostolzin,1990-07-20,Osterode am Harz,Marcelo Madden,Lara Araújo
Adelheid,Mckenzie,1950-04-03,Eisenach,Christopher Gnatz,Corina da Cruz
Gustavo Henrique,Oliver,1947-05-10,哈尔滨,Benjamin 张,Christiane 王
Faith,Shea,1995-02-03,Parsberg,Raymond 杨,Jolanda da Cunha
Bernardo,Macias,1972-04-27,淮安,志强 Campbell,红 Porzio
Jeffrey,Etzold,1993-06-19,六安,Timothy Ayala,小红 Barajas
Kathleen,Pereira,1997-08-01,Augsburg,Breno Santos,丹 Hernandez
Anna,Mendes,1966-06-20,Weimar,Gianpaolo Antonioni,Jasmine Gullotta
Olivia,Seifert,1985-05-15,Scheinfeld,Gabriel Weinhage,Luigina 庄
Justin,Kelly,1993-11-29,兴安盟,Ronny Comencini,Geraldine Hendricks
Thiago,Rodrigues,1983-09-05,杭州,Elmar Ramos,Olivia Collodi
Frank,Gomes,1955-05-22,杭州,Jose Wagenknecht,桂珍 da Rosa
Roberto,Williams,2001-10-27,Stuttgart,José 章,Heather Holt
Harri,Allen,1982-02-22,呼和浩特,Luis Brown,柳 da Paz
Caroline,Pelli,1982-03-18,惠州,Davi Lucas da Costa,Joan Henk
Michael,Bellocchio,1992-10-18,柳州,Nicholas Avila,Dorothe Callegaro
桂珍,Ellis,1994-03-18,Torgau,André Johnson,Simonetta Scaramucci
Rosario,Wilson,1967-12-04,太原,Ignazio Tasca,Beatriz Ebert
艳,Satriani,1993-04-30,Konstanz,Daniel Vercelloni,Maria Fuller
Pedro Miguel,Silveira,1946-01-18,香港,华 Necci,颖 Jones
Evi,Campos,2003-03-16,汕尾,Hellmuth Adams,Giuseppina Campos
Donna,Velez,1992-12-08,福州,Leo Webb,Katharine Allen
Amico,Jacob,1960-12-13,Bischofswerda,Johnny Gomes,Luitgard Ramsey
David,郭,2002-03-01,沈阳,Carlos Eduardo Garzoni,Erica Padovano
Raffaele,Textor,1970-11-23,六安,Samuel Spallanzani,柳 Molina
Breno,Costa,1956-02-17,Hofgeismar,Jeremy 余,荣 Benthin
Russell,Marzorati,2000-04-20,Tuttlingen,俊 Perez,倩 Salz
Robin,Silveira,1973-07-19,Apolda,亮 杨,Carolina Marenzio
Alessandro,Hernandez,1997-03-16,南宁,Carlos Eduardo Moore,Sarah Thomas
Brianna,Ferreira,1968-07-16,梧州,Roland Trommler,娟 da Conceição
莹,Cardoso,1953-11-18,关岭,Thomas Jackson,桂香 Schmidt
晨,Tozzo,1971-12-27,Nördlingen,辉 Löwer,Shirley Miller
Adriana,史,1974-09-24,Hainichen,Daniel Ruppersberger,Amy 胡
Temistocle,陈,1973-08-14,巢湖,Ronald Gardner,Kamilly Schweitzer
Amalia,Gomes,1944-10-15,Melle,Romeo Wallace,Michele Rörricht
Lorenzo,刘,1957-09-02,巢湖,James Cunningham,Julia Rivera
Susana,Roberts,2001-01-28,Querfurt,Ivo Almeida,Shirley Martins
Maysa,Nette,1949-01-16,Rothenburg ob der Tauber,Raul Hart,Lene Mccann
琳,Asmundo,1980-06-17,Lüneburg,红霞 Striebitz,Rebecca Navarria
雪梅,Collins,1987-05-06,马鞍山,Heinz-Dieter Neuschäfer,Sara Collodi
Maria Eduarda,Smith,1946-12-08,永安,Joseph Wiek,Simonetta Benson
Roy,Duarte,1954-03-01,Gütersloh,Laszlo 何,Megan Bajardi
Maria Vitória,Kensy,1971-11-12,哈尔滨,Brandon Rossini,Sara Lindner
João Felipe,Andreotti,1985-08-19,嘉禾,Lucas 母,Laura Ramos
Dennis,Alvarez,1948-09-22,西宁,Pedro Henrique Correia,桂珍 Townsend
Fortunata,Jones,1983-08-12,Burglengenfeld,辉 Gonçalves,Liane Cardoso
Tamara,Barros,1943-09-15,成都,Robert 王,Erica Zamora
Raphaela,Mocenigo,1988-07-11,Wolfratshausen,Miguel Azevedo,秀荣 Barros
Mareike,Cavalcanti,1942-12-29,淮安,Detlev Kramer,Rebecca Pizzo
Blake,Mcclain,1956-03-04,武汉,Gerwin Scott,Violetta Cipolla
Roman,Riggs,1981-08-10,六盘水,Daniel 李,Beatrix Leon
Victoria,Myers,1998-06-25,Wernigerode,Thomas 李,Elizabeth Ramos
Gaspare,Freitas,1992-12-07,呼和浩特,Jeffrey Boaga,Sophia Aragão
Ana Júlia,Pisaroni,1954-05-05,兴安盟,浩 萧,Tanya Jesus
Aynur,杨,2000-07-30,Kamenz,波 Sforza,Olivia Pergande
文,Hiller,1986-10-01,台北,Tonino Castillo,Nicole 孙
Sara,Wähner,1989-02-23,Naila,Raffaellino Garner,Nicole Oderwald
楠,Ferreira,1980-01-22,Chemnitz,Kyle Mcdonald,Antonina Gilbert
兰英,Nascimento,1994-05-18,Mittweida,Justin Sermonti,Nancy Paul
想,吕,1976-10-13,南宁,Jonathon Johnson,Serafina Mogherini
Ilija,Terragni,1961-06-21,Schrobenhausen,Joshua Marsh,Undine Joseph
Laura,Armstrong,1974-05-30,石家庄,Eric 陈,Krystyna Livingston
William,Anderson,1946-01-22,惠州,Ermes Oliboni,Clarice Junken
Camillo,Bauer,1951-08-31,Germersheim,龙 Hampton,Priscilla Campos
Travis,Edwards,2000-10-16,Wanzleben,磊 Gotti,Cassandra 孙
Bryan,陈,1980-11-30,Waren,Erwin Vecoli,Lauren Fagotto
Gianfranco,Wheeler,1974-10-27,Fürstenfeldbruck,Zachary Textor,Tamara Sales
Donna,Wise,1971-03-03,永安,Michael Höfig,Beth Wallace
William,刘,1993-09-19,武汉,Pierre Heinz,Carolina Green
Carlos Eduardo,Middleton,1974-11-21,张家港,Eckehard Hines,Agatha Reuter
Megan,Kline,1971-10-13,潜江,Robin Vecoli,丽华 Gucci
Julie,Young,1957-10-22,Hersbruck,Wilhelm Hartung,Eloah 孙
楠,Filangieri,1979-07-03,Bruchsal,Vitor Hugo Holland,Lisa Ammaniti
Eliana,Gutknecht,1948-04-24,Nördlingen,Ottavio Young,Suzanne Lima
Thiago,Castro,1987-10-12,Genthin,Michael 高,Sara Vigorelli
Hella,胡,2004-10-13,Mittweida,Anthony Allison,Maria Luiza Young
Joaquim,Nunes,1963-11-10,沈阳,Vitor Gabriel Phelps,Diane Tate
Alexis,Toldo,1984-08-12,贵阳,Ahmad 孔,Maria Vitória Malenchini
Charles,王,1964-06-16,Jessen,博 Totino,Barbara 林
Paul,Watkins,1961-11-03,成都,Gary 雷,Lauren Jacobi Jäckel
Ernest,Gianinazzi,1971-07-15,Goslar,Meinhard 吕,Eleanora 刘
Eduardo,Fliegner,1944-01-09,Zerbst,Davi Fieramosca,Charlotte 尚
Michelotto,Henk,1994-07-02,Eberswalde,Eddie Rocha,颖 施
Nicolas,Gomes,1973-07-10,Mettmann,Darrell Young,Sophia Schleich
Christine,da Cruz,1955-08-11,Tirschenreuth,建 Blankenship,Romana Storladi
Marcia,Williams,1983-10-13,荆门,John 张,Livia Teixeira
Stefani,Parks,1988-08-30,Pasewalk,Umberto Nunes,欣 宋
波,邱,1979-07-24,Luckenwalde,平 Simpson,晶 Rudolph
Erol,Martin,1991-04-28,太原,Raul 杨,Donatella Offredi
Nermin,Freitas,1976-01-08,Roding,彬 郭,Kathleen Smith
Dawn,Ramsey,1964-11-18,深圳,Ante Huber,桂香 White
Nurettin,Caldeira,1989-05-13,Schleiz,Davi Lucas Wesack,Joan Harloff
Laura,Horn,1971-08-28,昆明,勇 Alves,Sherry Novaes
Luiz Gustavo,Ziegert,1955-08-10,潮州,David 谢,Vincenza Moore
Pierluigi,Steckel,1945-06-15,Kulmbach,Stephan Acosta,Beth Atzler
Maria,Cardoso,1945-05-30,Melle,Giovanni 刘,玉英 Schmiedt
Pompeo,刘,1971-04-15,Bad Kreuznach,Petros James,Barbara Ramos
Donato,唐,2002-05-12,Genthin,Pasqual Foscari,Donna 冯
Rosalia,da Costa,1974-04-27,Zschopau,Luiz Henrique Gonzales,Holly Caldeira
Lívia,Jones,1949-11-04,Halberstadt,Allen Serraglio,Renata George
Jesus,邝,1986-07-21,Geldern,涛 陈,丹 王
Bernardo,Farias,1977-07-28,巢湖,Giustino 程,Kayla Fisher
Cauê,Howard,1965-04-07,天津,Fernando Wieloch,Virginia da Mata
梅,Moody,1996-06-11,Gardelegen,帅 Castioni,Gianna 吴
Valentina,林,1969-09-30,Pasewalk,Carl da Mata,娟 Graham
Brandon,Hecker,1945-05-06,Rockenhausen,雷 Fox,Gesa Gritti
William,Gonzalez,1950-12-30,潜江,Bradley Roberts,Letícia Christoph
Alícia,Gordon,2001-05-30,Bersenbrück,Luiz Gustavo 叶,Gabriela Flantz
Claire,李,1963-07-13,东莞,建国 Hernandez,Nicole Rodrigues
Traci,Gianetti,1962-05-29,郑州,John da Conceição,Joyce Grein Groth
Lorenzo,Graham,1993-10-30,海口,Ippazio Fogaça,Marcela 李
成,Miller,1998-10-12,通辽,Cirillo Vaughan,Giuseppina da Rosa
Carlos,Scarponi,1996-04-22,兰州,Jerome Daniels,Cathy Freeman
Nino,Caldeira,1988-03-13,香港,Rolf-Dieter Shah,Lilla Ramirez
Lucca,Silva,1976-07-05,Nördlingen,Hubertus Bush,Antonina Mcclain
Nicolò,Lorch,1953-09-17,Hofgeismar,Thomas Gonzalez,Emine Mitchell
Christopher,Stadelmann,1942-11-13,Lübeck,平 董,Leni Ruiz
Hans-Albert,Azevedo,2000-12-10,Wetzlar,Joshua Conley,Ashley Gabrieli
Laís,Meyer,1960-11-27,柳州,明 Krebs,Barbara 聂
Bianca,Fornaciari,1982-06-19,南昌,Wilhelm Moreira,娟 Drubin
Lina,Bates,1970-04-16,太原,Heini Ehlert,Megan Novaes
Maria Luiza,周,1999-04-25,海口,John Saunders,Juliana Thompson
Jeremy,吕,1986-12-21,宁德,Dakota Mühle,Denise 李
Paulo,Heß,1979-01-04,台北,旭 Altera,Maria Sophia Turner
Alexa,Johnson,1957-09-07,银川,Celal Casaleggio,Nicole Faggiani
Mariah,Ponce,1956-01-14,Bischofswerda,雷 Costela,Diane Clarke
Gionata,Avila,1998-04-10,杭州,Carl 吴,Marisa Müller
鹏,曹,1978-06-06,澳门,Jonathan Cagnotto,Carin Borsellino
Petar,朱,1953-05-26,潜江,Matthew Smith,Kristiane Zobel
Adriana,Lehmann,1985-01-11,西安,Luiz Otávio Pinto,Faith Geisel
Geronimo,Chan,1958-06-17,六盘水,Phillip Campos,Ana Luiza Patterson
Luiz Felipe,Henry,1975-10-03,兴安盟,João Lucas Jackson,Emilly 郭
丹,Harris,1957-03-30,Mettmann,David Shelton,Dina Smith
Ronald,Pacillo,1978-06-12,Forst,Gianpietro Hale,Lauretta Owens
Milena,Johnson,1946-08-13,Zossen,Samuel Fisher,Maria Larsen
Rosl,Orlando,2000-11-25,Freudenstadt,Otávio Moraes,Kamilly Gomes
Christopher,Evans,1973-03-22,Stade,Oreste Thomas,Beatriz 蒋
Romana,Wong,1973-04-28,福州,Simon Bell,Valeria 刘
Michael,Sismondi,1962-11-25,Gütersloh,Hugo Lee,Teresa Stewart
Raul,Schulz,1953-03-01,Cloppenburg,Giacomo Mentzel,红 Boccaccio
Erika,Lima,1951-12-22,Ludwigsburg,Michael Tedesco,春梅 赵
英,童,1970-08-16,哈尔滨,Jimmy Noack,Margit Sibilia
Micheletto,Paffrath,1953-11-27,香港,Sigurd Bradshaw,Lioba Peixoto
William,谢,1991-12-14,兴安盟,Ryszard 鞠,Shannon 孙
Vitor Hugo,王,1952-05-18,合山,杨 Wähner,Janet Dias
James,Möchlichen,1993-04-18,Schleiz,成 Duarte,Sally Gentili
莹,Curatoli,1968-02-09,Paderborn,Calogero Nunes,Breanna Lewis
Sonia,Schmidt,1989-02-16,Dessau,Glenn Jones,Camilla Shea
Harry,Porto,1955-07-09,Kleve,Ehrenfried Clark,Frances Jefferson
Brian,Mendes,1973-09-21,梧州,Michael Wirth,Beatriz Lewis
Melissa,Wähner,1944-01-16,南京,Miguel Hayes,Margherita Martin
Robert,Shepherd,1987-07-22,Borna,Larry Cerquiglini,Gemma da Costa
Pietra,冯,1999-07-22,Tirschenreuth,阳 Trentini,Maria Cecília Miller
Aleksandr,Dietz,1970-10-18,惠州,Zachary 顾,Tilly Mcmahon
Vitor Gabriel,Cardenas,1980-01-03,齐齐哈尔,Bruce Howell,Gelsomina Matthäi
Lauren,Hesse,1973-08-20,Witzenhausen,明 叶,Ricarda Gonçalves
Kornelia,Lawrence,1997-07-26,Soltau,Kevin 侯,Ana Luiza Reising
Cauã,Klemm,1966-12-25,福州,Pierangelo Gabba,Heidi Ungaretti
Lara,Hartman,1964-05-08,Griesbach Rottal,龙 Mcdaniel,Loredana Cardoso
Tara,Chavez,1956-04-11,兴城,Eckart Mercadante,Luana Cardoso
Zaira,Taylor,2002-04-13,Schrobenhausen,雷 Mckee,Kimberly Peterson
William,王,1946-09-14,Wittenberg,Fernando Ruppersberger,Katherine Geisler
Gesche,Moore,1952-05-15,Grimma,Geronimo Nguyen,Griselda 尹
Peter,Cilibrasi,1952-11-07,巢湖,Renzo Randazzo,Cynthia Myers
Alicia,Coleman,1966-11-23,佛山,Hans-Karl Persico,Ana Wong
秀梅,Martins,1949-09-08,Karlsruhe,Thomas Robbins,丽丽 Viana
Claus-Peter,厉,1948-04-03,六安,Thiago 施,Daniela Adams
Adrian,Fitzgerald,1986-02-15,Berlin,军 Evans,桂花 Porcellato
Ramona,Schacht,1943-02-12,Emmendingen,Nathaniel Nascimento,Elfi Siering
Dorina,Gomez,1952-12-27,兰州,Shane Häring,霞 Gonzalez
Edeltraut,Pires,1962-12-07,Wiedenbrück,健 Reeves,Jessica 孙
Cauã,Watts,1992-02-17,邯郸,辉 Antonetti,红梅 Wade
Georgine,Desio,2001-02-26,Eutin,Götz Hendriks,Theresa Gonçalves
Hannes,Manolesso,1952-05-04,南宁,Hans Dieter Curtis,冬梅 甘
Erin,Lee,1984-05-27,佛山,Gianni 崔,Urszula Waters
Theobald,Rodrigues,1964-03-27,Einbeck,成 Walls,海燕 Passalacqua
Peggy,Spieß,1990-06-20,宜都,Hubertus Castro,Cassandra Chambers
Lori,Bottaro,1951-08-03,宁德,Willfried da Luz,倩 Fogaça
Mason,Chapman,1956-01-18,Uelzen,Joseph Williams,Kayla Guerra
Cecília,Kruschwitz,1962-02-27,辛集,João Lucas 徐,Giada Johnson
Vernon,Arroyo,1977-07-11,长沙,Rafael Greggio,Ana Lívia Krause
兵,Gonzalez,1981-04-28,邯郸,Arthur Toldo,秀梅 Romagnoli
Erin,Moore,2004-12-22,通辽,帆 Bowman,Ornella Pacelli
琳,Phillips,1944-10-29,东莞,Robert Krueger,April Castro
Axel,Alves,1993-11-13,福州,浩 da Mata,Linda Duarte
Karl-Ludwig,Brown,1977-10-05,上海,杰 柏,Jessica Jackson
Vicki,Rezende,1949-01-23,沈阳,Pasquale 邓,Tammy Vazquez
Leonardo,Sgarbi,1955-10-25,Neustadtner Waldnaab,帆 Gregori,Emanuelly da Cunha
Murilo,Hill,1947-07-27,成都,Lucca Davis,小红 Ferrabosco
Helena,Nelson,1966-09-25,兴城,Juan Huff,颖 Pausini
Deborah,宋,1969-09-24,淮安,Zenon Stewart,Jennifer Gravina
帆,Kuhl,1983-06-14,Erkelenz,Benjamin Werner,Madeline Lane
Jay,Todd,1978-04-08,Amberg,Guiseppe Trüb,Amy Baker
秀珍,Kelly,1949-11-16,Bautzen,Timothy Löchel,Lori Lima
Caroline,Santos,1975-11-11,Olpe,平 Zampa,倩 Vega
燕,张,1970-11-27,Grevenbroich,Daniele Schäfer,颖 Cardoso
桂荣,Martins,1983-11-09,Eckernförde,军 Krein,Luisa Lucas
Iris,Jesus,1999-09-02,郑州,Silvestro Roy,Branka Miller
Donna,Pittman,1977-11-24,Duderstadt,Ryan 陈,Morgan 杨
Ulrike,Rossellini,1952-03-07,潜江,建 Piovani,Christine 张
Pierluigi,Campos,1983-01-14,Bamberg,林 Porto,凤兰 Rogner
Valentina,吕,1967-12-07,潜江,Klaus-Ulrich 蔡,Irmingard Miller
João Gabriel,李,1958-12-18,澳门,Kevin Allen,Maria Julia Heß
金凤,Butler,2004-02-14,太原,Paulo Scarpa,Cecília Dias
Benedetto,Eimer,1956-11-02,Calau,Vernon Delle,Kimberly Weihmann
Simone,蔡,1948-08-09,辛集,Stefan Gullotta,Mariane Fischer
Samantha,叶,2003-08-18,Rothenburg ob der Tauber,Christian Mielcarek,Lorena Wright
Eduarda,Singh,1964-06-28,南京,Marcello Flores,Lisa Bonolis
James,Azevedo,1943-07-29,Kehl,Daniel 彭,Karen Wiggins
Gabriela,潘,1948-08-14,兰州,Cemal 黄,Jacqueline Ochoa
Jared,Rocha,1993-08-10,沈阳,Balthasar Scarpa,Friedlinde Schacht
Michelle,White,1955-08-01,Beilngries,Lothar Burke,丽华 Boyer
飞,蔡,1985-05-19,Heiligenstadt,Romolo 陈,Sofia 王
Danilo,邱,1986-03-29,澳门,瑞 Nielsen,艳 Baxter
艳,Ayers,1948-04-12,Parsberg,Malte 何,Daniela Weimer
畅,Heser,1999-05-11,齐齐哈尔,Henrique 潘,Emanuella Draghi
Megan,Robertson,1959-08-23,Eggenfelden,Lodovico Wright,凤兰 Davis
James,Klingelhöfer,1987-10-09,Halberstadt,Robert Todd,Annamaria Lussu
James,王,1991-01-07,Magdeburg,Geoffrey Sweeney,Rebecca Jäkel
